exemplar,apple,apricot,banana,blackberry,blueberry,cherry,coconut,dates,fig,grape,grapefruit,kiwi,lemon,lime,lychee,mandarine,mango,melon,nectarine,orange,papaya,passion fruit,peach,pear,pineapple,plum,pumpkin,raspberry,red currant,strawberry
melon,11.0,3.0,15.0,2.0,1.0,5.0,1.0,10.0,11.0,2.0,3.0,15.0,11.0,6.0,12.0,2.0,14.0,20.0,8.0,12.0,17.0,15.0,15.0,2.0,5.0,8.0,15.0,2.0,2.0,8.0
nectarine,11.0,18.0,2.0,12.0,2.0,4.0,1.0,5.0,5.0,8.0,12.0,12.0,15.0,18.0,12.0,14.0,12.0,8.0,20.0,18.0,11.0,15.0,18.0,14.0,11.0,15.0,12.0,5.0,11.0,11.0
orange,8.0,14.0,2.0,3.0,2.0,15.0,2.0,10.0,8.0,2.0,18.0,12.0,17.0,15.0,12.0,18.0,15.0,12.0,18.0,20.0,15.0,12.0,12.0,5.0,15.0,8.0,8.0,2.0,2.0,5.0
papaya,12.0,17.0,4.0,2.0,5.0,14.0,11.0,1.0,2.0,5.0,8.0,14.0,6.0,14.0,2.0,14.0,17.0,17.0,11.0,15.0,20.0,14.0,18.0,14.0,15.0,11.0,1.0,12.0,2.0,1.0
passion fruit,2.0,6.0,2.0,12.0,3.0,15.0,2.0,3.0,12.0,9.0,11.0,14.0,15.0,12.0,15.0,1.0,10.0,15.0,15.0,12.0,14.0,20.0,13.0,2.0,3.0,2.0,1.0,14.0,11.0,2.0
peach,11.0,19.0,14.0,1.0,3.0,12.0,2.0,12.0,14.0,11.0,12.0,15.0,10.0,5.0,5.0,12.0,15.0,15.0,18.0,12.0,18.0,13.0,20.0,5.0,5.0,14.0,11.0,5.0,2.0,5.0
pear,18.0,2.0,5.0,2.0,5.0,14.0,1.0,5.0,2.0,14.0,12.0,12.0,11.0,14.0,2.0,5.0,12.0,2.0,14.0,5.0,14.0,2.0,5.0,20.0,8.0,2.0,2.0,5.0,1.0,2.0
pineapple,5.0,14.0,14.0,5.0,2.0,2.0,15.0,2.0,12.0,2.0,11.0,12.0,5.0,3.0,15.0,1.0,8.0,5.0,11.0,15.0,15.0,3.0,5.0,8.0,20.0,5.0,6.0,3.0,2.0,2.0
plum,11.0,15.0,1.0,14.0,14.0,12.0,7.0,14.0,17.0,17.0,5.0,12.0,9.0,14.0,12.0,12.0,15.0,8.0,15.0,8.0,11.0,2.0,14.0,2.0,5.0,20.0,1.0,2.0,14.0,14.0
pumpkin,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,11.0,2.0,1.0,8.0,12.0,15.0,12.0,8.0,1.0,1.0,11.0,2.0,6.0,1.0,20.0,2.0,2.0,1.0
raspberry,5.0,3.0,1.0,17.0,18.0,13.0,1.0,2.0,4.0,11.0,14.0,1.0,9.0,3.0,12.0,2.0,3.0,2.0,5.0,2.0,12.0,14.0,5.0,5.0,3.0,2.0,2.0,20.0,17.0,15.0
red currant,11.0,5.0,2.0,18.0,18.0,15.0,2.0,2.0,11.0,15.0,1.0,12.0,11.0,9.0,14.0,2.0,2.0,2.0,11.0,2.0,2.0,11.0,2.0,1.0,2.0,14.0,2.0,17.0,20.0,14.0
strawberry,6.0,11.0,8.0,15.0,11.0,9.0,1.0,2.0,5.0,8.0,2.0,1.0,4.0,5.0,7.0,2.0,11.0,8.0,11.0,5.0,1.0,2.0,5.0,2.0,2.0,14.0,1.0,15.0,14.0,20.0
