exemplar,apple,apricot,banana,blackberry,blueberry,cherry,coconut,dates,fig,grape,grapefruit,kiwi,lemon,lime,lychee,mandarine,mango,melon,nectarine,orange,papaya,passion fruit,peach,pear,pineapple,plum,pumpkin,raspberry,red currant,strawberry
lemon,8.0,14.0,8.0,6.0,7.0,8.0,13.0,7.0,15.0,9.0,14.0,16.0,20.0,19.0,10.0,18.0,13.0,7.0,13.0,10.0,12.0,7.0,15.0,6.0,3.0,14.0,4.0,8.0,4.0,6.0
lime,11.0,16.0,5.0,6.0,5.0,7.0,12.0,10.0,16.0,8.0,17.0,13.0,19.0,20.0,8.0,16.0,14.0,7.0,15.0,12.0,14.0,12.0,12.0,16.0,7.0,8.0,3.0,5.0,5.0,7.0
lychee,3.0,4.0,7.0,16.0,14.0,16.0,8.0,17.0,17.0,16.0,5.0,15.0,10.0,8.0,20.0,4.0,13.0,6.0,10.0,7.0,9.0,7.0,6.0,5.0,3.0,6.0,6.0,16.0,17.0,18.0
mandarine,16.0,13.0,8.0,5.0,14.0,5.0,4.0,12.0,12.0,7.0,13.0,15.0,18.0,16.0,4.0,20.0,9.0,5.0,17.0,19.0,9.0,15.0,12.0,6.0,5.0,16.0,7.0,5.0,9.0,7.0
mango,13.0,16.0,6.0,3.0,7.0,7.0,9.0,10.0,7.0,5.0,13.0,8.0,13.0,14.0,13.0,9.0,20.0,8.0,15.0,12.0,18.0,16.0,16.0,8.0,6.0,15.0,6.0,6.0,4.0,6.0
melon,4.0,9.0,6.0,3.0,4.0,3.0,14.0,6.0,4.0,4.0,10.0,8.0,7.0,7.0,6.0,5.0,8.0,20.0,12.0,9.0,10.0,7.0,10.0,7.0,14.0,14.0,11.0,5.0,3.0,4.0
nectarine,14.0,19.0,7.0,6.0,4.0,8.0,9.0,10.0,11.0,7.0,13.0,14.0,13.0,15.0,10.0,17.0,15.0,12.0,20.0,16.0,13.0,16.0,18.0,6.0,10.0,16.0,4.0,6.0,6.0,8.0
orange,18.0,14.0,7.0,4.0,4.0,9.0,11.0,5.0,3.0,4.0,17.0,8.0,10.0,12.0,7.0,19.0,12.0,9.0,16.0,20.0,13.0,16.0,16.0,13.0,8.0,12.0,5.0,6.0,4.0,4.0
papaya,9.0,15.0,9.0,7.0,3.0,5.0,15.0,9.0,7.0,7.0,18.0,16.0,12.0,14.0,9.0,9.0,18.0,10.0,13.0,13.0,20.0,17.0,16.0,16.0,13.0,8.0,4.0,4.0,12.0,5.0
passion fruit,13.0,14.0,4.0,6.0,4.0,8.0,13.0,16.0,6.0,6.0,10.0,16.0,7.0,12.0,7.0,15.0,16.0,7.0,16.0,16.0,17.0,20.0,13.0,9.0,10.0,12.0,4.0,4.0,6.0,9.0
peach,16.0,19.0,4.0,4.0,7.0,5.0,10.0,15.0,9.0,5.0,14.0,14.0,15.0,12.0,6.0,12.0,16.0,10.0,18.0,16.0,16.0,13.0,20.0,13.0,8.0,9.0,5.0,5.0,5.0,6.0
pear,18.0,10.0,5.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,16.0,5.0,6.0,8.0,7.0,6.0,13.0,16.0,9.0,13.0,20.0,4.0,14.0,8.0,6.0,5.0,5.0
pineapple,3.0,7.0,6.0,3.0,3.0,4.0,12.0,6.0,5.0,3.0,4.0,5.0,3.0,7.0,3.0,5.0,6.0,14.0,10.0,8.0,13.0,10.0,8.0,4.0,20.0,6.0,8.0,3.0,3.0,4.0
plum,14.0,8.0,7.0,7.0,9.0,8.0,8.0,17.0,9.0,10.0,9.0,12.0,14.0,8.0,6.0,16.0,15.0,14.0,16.0,12.0,8.0,12.0,9.0,14.0,6.0,20.0,6.0,7.0,6.0,7.0
pumpkin,3.0,4.0,9.0,2.0,6.0,2.0,3.0,3.0,2.0,3.0,6.0,8.0,4.0,3.0,6.0,7.0,6.0,11.0,4.0,5.0,4.0,4.0,5.0,8.0,8.0,6.0,20.0,2.0,2.0,2.0
raspberry,4.0,8.0,6.0,18.0,18.0,17.0,3.0,11.0,6.0,16.0,3.0,6.0,8.0,5.0,16.0,5.0,6.0,5.0,6.0,6.0,4.0,4.0,5.0,6.0,3.0,7.0,2.0,20.0,16.0,19.0
red currant,2.0,4.0,6.0,19.0,18.0,15.0,4.0,14.0,10.0,18.0,6.0,6.0,4.0,5.0,17.0,9.0,4.0,3.0,6.0,4.0,12.0,6.0,5.0,5.0,3.0,6.0,2.0,16.0,20.0,17.0
strawberry,5.0,4.0,5.0,19.0,18.0,16.0,6.0,14.0,12.0,17.0,3.0,7.0,6.0,7.0,18.0,7.0,6.0,4.0,8.0,4.0,5.0,9.0,6.0,5.0,4.0,7.0,2.0,19.0,17.0,20.0
