exemplar,beha,bloes,broek,das,hemd,hoed,jas,jeans,jogging,kleed,kostuum,laarzen,muts,pet,pyjama,riem,rok,salopet,schoenen,short,sjaal,slip,sokken,sweater,t-shirt,topje,trui,wanten,zwempak
salopet,4.0,10.0,16.0,5.0,2.0,5.0,5.0,18.0,12.0,4.0,15.0,2.0,1.0,3.0,10.0,3.0,2.0,20.0,5.0,3.0,1.0,9.0,8.0,2.0,5.0,2.0,10.0,1.0,1.0
schoenen,1.0,4.0,4.0,1.0,3.0,7.0,5.0,2.0,4.0,4.0,5.0,18.0,1.0,3.0,1.0,5.0,2.0,5.0,20.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0
short,5.0,6.0,17.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,15.0,2.0,2.0,3.0,3.0,20.0,4.0,13.0,4.0,4.0,5.0,2.0,5.0,3.0,2.0
sjaal,8.0,5.0,4.0,17.0,3.0,4.0,10.0,4.0,3.0,5.0,7.0,1.0,5.0,4.0,2.0,13.0,7.0,1.0,4.0,4.0,20.0,7.0,5.0,1.0,2.0,2.0,8.0,5.0,1.0
slip,3.0,4.0,2.0,5.0,3.0,3.0,1.0,10.0,3.0,6.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,9.0,3.0,13.0,7.0,20.0,6.0,3.0,2.0,2.0,8.0,5.0,4.0
sokken,1.0,4.0,1.0,3.0,4.0,2.0,3.0,5.0,6.0,2.0,4.0,5.0,2.0,1.0,4.0,5.0,4.0,8.0,3.0,4.0,5.0,6.0,20.0,5.0,1.0,4.0,2.0,2.0,1.0
sweater,2.0,13.0,6.0,3.0,15.0,3.0,6.0,16.0,12.0,3.0,12.0,6.0,3.0,2.0,13.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,5.0,20.0,12.0,4.0,14.0,3.0,4.0
t-shirt,3.0,15.0,3.0,3.0,5.0,2.0,3.0,4.0,13.0,3.0,6.0,2.0,2.0,3.0,5.0,3.0,7.0,5.0,4.0,5.0,2.0,2.0,1.0,12.0,20.0,3.0,2.0,2.0,4.0
topje,14.0,14.0,4.0,1.0,10.0,5.0,4.0,4.0,13.0,18.0,2.0,4.0,3.0,3.0,13.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,20.0,11.0,3.0,3.0
trui,3.0,3.0,4.0,3.0,12.0,1.0,13.0,4.0,14.0,2.0,12.0,1.0,1.0,5.0,13.0,1.0,8.0,10.0,3.0,5.0,8.0,8.0,2.0,14.0,2.0,11.0,20.0,16.0,13.0
wanten,3.0,4.0,5.0,2.0,4.0,9.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,3.0,5.0,5.0,2.0,3.0,2.0,3.0,16.0,20.0,6.0
zwempak,12.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,7.0,5.0,2.0,5.0,2.0,4.0,3.0,6.0,4.0,1.0,5.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,13.0,6.0,20.0
