exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
meloen,20.0,15.0,8.0,11.0,20.0,14.0,20.0,20.0,15.0,1.0,15.0,18.0,20.0,16.0,18.0,10.0,18.0,12.0,20.0,8.0,20.0,14.0,16.0,20.0,19.0,13.0,19.0,20.0,15.71428571,4.798588858,28.0
nectarine,20.0,15.0,14.0,15.0,20.0,15.0,18.0,16.0,13.0,13.0,20.0,17.0,20.0,19.0,17.0,15.0,12.0,12.0,20.0,13.0,20.0,19.0,14.0,20.0,18.0,10.0,20.0,20.0,16.60714286,3.154529791,28.0
papaya,12.0,10.0,14.0,5.0,20.0,14.0,20.0,16.0,10.0,13.0,18.0,9.0,5.0,16.0,12.0,8.0,10.0,4.0,10.0,1.0,20.0,16.0,5.0,18.0,13.0,11.0,19.0,10.0,12.10714286,5.265817693,28.0
passievrucht,20.0,10.0,18.0,9.0,20.0,15.0,20.0,17.0,15.0,1.0,20.0,16.0,10.0,17.0,17.0,13.0,12.0,12.0,20.0,1.0,20.0,16.0,15.0,20.0,9.0,13.0,18.0,18.0,14.71428571,5.283497319,28.0
peer,20.0,15.0,18.0,20.0,20.0,17.0,20.0,20.0,16.0,15.0,20.0,19.0,20.0,19.0,20.0,17.0,18.0,18.0,20.0,14.0,20.0,20.0,19.0,20.0,20.0,15.0,20.0,20.0,18.57142857,1.951800146,28.0
perzik,10.0,15.0,14.0,13.0,20.0,14.0,20.0,16.0,13.0,4.0,20.0,17.0,20.0,18.0,16.0,18.0,18.0,16.0,20.0,16.0,20.0,20.0,15.0,20.0,18.0,15.0,20.0,20.0,16.64285714,3.723939429,28.0
pompelmoes,15.0,10.0,10.0,12.0,20.0,15.0,20.0,19.0,14.0,4.0,20.0,13.0,15.0,16.0,18.0,15.0,12.0,15.0,20.0,4.0,20.0,14.0,14.0,20.0,16.0,11.0,-1.0,20.0,14.88888889,4.534765988,27.0
pompoen,15.0,10.0,6.0,6.0,15.0,15.0,1.0,15.0,10.0,1.0,3.0,5.0,6.0,16.0,5.0,8.0,1.0,6.0,8.0,1.0,14.0,1.0,1.0,15.0,3.0,5.0,19.0,10.0,7.892857143,5.659075214,28.0
pruim,20.0,12.0,4.0,12.0,20.0,16.0,20.0,20.0,13.0,6.0,20.0,15.0,20.0,16.0,17.0,15.0,16.0,14.0,20.0,7.0,20.0,15.0,16.0,20.0,19.0,13.0,20.0,20.0,15.92857143,4.586038163,28.0
sinaasappel,20.0,18.0,20.0,20.0,20.0,18.0,20.0,20.0,15.0,13.0,20.0,20.0,20.0,19.0,20.0,18.0,19.0,19.0,20.0,16.0,20.0,20.0,20.0,20.0,18.0,16.0,20.0,20.0,18.89285714,1.832611691,28.0
vijg,10.0,9.0,4.0,5.0,15.0,14.0,6.0,14.0,10.0,16.0,12.0,13.0,3.0,9.0,3.0,5.0,1.0,8.0,10.0,1.0,14.0,2.0,5.0,8.0,8.0,10.0,17.0,1.0,8.321428571,4.861439898,28.0
