feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
emits smoke,0,-2,2,-2,0,1,0,1,1,1,-3,0,-0.08333333333333333,1.5050420310248864
especially used by boys,0,-3,-2,-1,-2,-2,-3,3,-1,1,-3,-3,-1.3333333333333333,1.874873733122184
especially used with nice weather,0,-2,-3,-2,0,-2,-2,-3,-3,2,-1,2,-1.1666666666666667,1.80067327475704
exists in different brands,3,3,3,3,-3,-3,-3,3,1,-1,2,-3,0.4166666666666667,2.7784342658585555
exists in different colors,3,3,3,3,-2,3,0,2,1,-2,0,2,1.3333333333333333,1.9227505550564006
exists in different colors and different forms,3,3,3,3,-1,1,0,1,1,-3,2,-3,0.8333333333333334,2.2087978356535665
exists in different forms,3,3,3,3,0,3,1,1,2,-1,2,-3,1.4166666666666667,1.928651593652148
exists in different kinds,3,3,3,3,0,3,0,3,1,-1,3,2,1.9166666666666667,1.5050420310248864
exists in different measurements,3,3,3,2,0,1,1,1,2,-1,2,2,1.5833333333333333,1.2401124093721456
exists in different types,2,3,3,2,0,1,1,1,1,-2,2,2,1.3333333333333333,1.3706888336846836
featured in Cinderella,-3,-2,3,-3,0,-3,1,-2,1,1,-3,1,-0.75,2.137330535547045
featured in Tintin,-3,1,3,-3,0,-3,0,-3,1,-3,-3,-3,-1.3333333333333333,2.188122205883115
fires torpedos,-3,-2,-1,-3,2,0,-1,-2,-1,3,-3,-3,-1.1666666666666667,1.992409839791244
flies,1,-2,2,1,3,3,2,2,-2,2,-2,2,1.0,1.9069251784911847
flies high in the sky,-2,-1,0,-2,1,3,1,1,-1,3,-3,1,0.08333333333333333,1.9286515936521478
flies in the sky,1,-1,2,1,3,2,2,2,-2,2,-2,0,0.8333333333333334,1.696699112626596
flies low,-3,-2,-1,-3,1,1,1,1,-2,3,-3,0,-0.5833333333333334,2.0207259421636903
floats,-2,-3,1,0,3,2,1,1,-1,2,-2,-2,0.0,1.954016841836789
floats on water,-1,-1,2,1,3,1,1,-2,-1,2,-2,-1,0.16666666666666666,1.696699112626596
goes down to great depth,-3,-1,2,-3,2,2,1,2,-1,3,-3,-3,-0.16666666666666666,2.4058010698889443
goes fast,2,3,3,2,1,2,-1,1,2,2,0,2,1.5833333333333333,1.164500152881315
goes slow,-1,-3,1,0,-2,1,1,-2,-1,0,0,-2,-0.6666666666666666,1.3706888336846839
has 2 or 4 wheels,3,1,2,2,1,1,1,1,0,1,-2,3,1.1666666666666667,1.337115846843043
has 2 wheels,2,-1,2,1,3,2,1,-2,-3,1,-1,1,0.5,1.834021909257456
has 4 wheels,2,-1,-2,1,3,0,1,2,0,2,-1,3,0.8333333333333334,1.642245321798694
has 4x4 drive,0,-3,0,-3,-2,1,-2,-2,-1,2,-3,-3,-1.3333333333333333,1.7232808737106582
has a 'TAXI' plate on car,-1,-2,-1,-3,3,3,1,1,-3,3,-2,-3,-0.3333333333333333,2.424621182533032
has a basket,-3,-2,-2,-3,-2,1,1,0,-1,1,-3,-3,-1.3333333333333333,1.6696942198734437
has a bed,-3,-3,-2,-2,1,1,1,0,-1,2,-3,-2,-0.9166666666666666,1.8319554050414564
has a bell,1,-3,3,1,0,-3,1,1,0,1,-3,0,-0.08333333333333333,1.9286515936521476
has a brake,3,1,3,3,0,0,1,1,2,1,-3,3,1.25,1.764549903980152
has a brake in the back,0,-2,-1,-3,0,1,1,2,-1,-1,-3,2,-0.4166666666666667,1.729862492345632
has a burner,-3,-1,1,-3,1,1,2,-2,-1,0,-3,-3,-0.9166666666666666,1.880924981991251
has a cabin,-3,-1,-1,0,0,0,1,1,-1,1,1,-3,-0.4166666666666667,1.4433756729740643
has a conductor,1,-3,-2,-2,2,-1,2,0,-1,3,-3,2,-0.16666666666666666,2.1248885888797826
has a dark color,2,-3,3,-3,-2,-2,0,1,0,-3,-3,-1,-0.9166666666666666,2.108783937953269
has a dead corner,0,1,3,0,0,-2,3,0,-1,2,-3,-3,0.0,2.04494943258218
has a driver,3,3,2,1,2,3,1,3,2,2,3,3,2.3333333333333335,0.7784989441615231
has a heavy engine,-1,-1,-2,-1,1,-1,-1,1,0,1,-2,-3,-0.75,1.2880570286640687
has a helm,0,-1,2,-2,2,-1,2,1,-2,3,-3,-1,0.0,1.954016841836789
has a horn,2,-3,3,1,0,-2,1,1,1,1,-3,3,0.4166666666666667,2.0652243256245835
has a kitchen,-2,-3,-3,-2,0,1,1,1,-1,3,-3,-3,-0.9166666666666666,2.0652243256245835
has a loading space,2,3,2,1,2,0,2,2,1,1,-2,-1,1.0833333333333333,1.4433756729740643
has a motor,3,3,2,2,3,1,1,3,2,0,1,3,2.0,1.044465935734187
has a periscope,-3,-1,-3,-3,-1,-3,2,-3,-2,3,-3,-3,-1.6666666666666667,2.103388319888276
has a place to sleep,0,-1,-2,-2,3,1,1,2,-2,3,-2,-2,-0.08333333333333333,2.0207259421636907
has a propellor,-3,-1,0,-2,2,-2,2,-2,-1,3,-2,-3,-0.75,2.050498830661811
has a roof or no roof,1,3,3,3,0,2,0,1,0,-1,-3,2,0.9166666666666666,1.8319554050414564
has a saddle,1,-1,0,1,1,2,1,1,-1,2,-3,1,0.4166666666666667,1.4433756729740643
has a sail,-2,-2,1,-2,2,2,1,-3,-1,3,-3,-3,-0.5833333333333334,2.2343733444579588
has a sliding door,-2,-2,-3,0,0,-2,0,-3,-2,1,-3,-1,-1.4166666666666667,1.378954368902449
has a smoking and non-smoking space,-2,-1,-2,-1,-2,-2,0,-3,-1,2,-2,-1,-1.25,1.2880570286640687
has a spare wheel in the back,-1,-1,2,-1,-1,-2,0,-3,-1,1,-3,2,-0.6666666666666666,1.6696942198734437
has a speed restriction,1,3,3,-1,1,1,2,3,2,1,1,2,1.5833333333333333,1.1645001528813148
has a steering wheel,3,3,3,3,1,1,1,3,2,-2,3,3,2.0,1.5374122295716148
has a striking color,0,1,1,-3,-2,-2,-2,1,-2,-3,-3,-3,-1.4166666666666667,1.6764862244009227
has a tachometer,-3,-1,-3,-3,0,-2,1,0,-1,3,-3,-3,-1.25,1.9598237397554634
has a tail,-3,1,2,-2,0,-3,-1,-3,-2,2,-2,-3,-1.1666666666666667,1.9462473604038075
has a trailer,-2,-1,-1,-3,1,1,1,0,-1,1,-3,-3,-0.8333333333333334,1.642245321798694
has a wicker basket,-3,-3,-3,-3,-1,1,1,1,-2,2,-3,-3,-1.3333333333333333,2.0150945537631877
has an anchor,-3,-1,0,-3,1,-2,1,1,-1,3,-3,-3,-0.8333333333333334,2.0375267241229382
has at least 4 wheels,-1,-3,-3,-3,1,-1,1,2,-1,1,-3,2,-0.6666666666666666,2.015094553763188
has automatic doors,-1,-2,-1,-2,0,-2,-2,-2,0,0,-3,1,-1.1666666666666667,1.1934162828797101
has been existing for a long time,0,3,3,-2,-2,-3,1,3,1,0,-3,-3,-0.16666666666666666,2.4058010698889443
has big tires,0,0,3,0,2,-2,1,1,0,2,-2,-3,0.16666666666666666,1.80067327475704
has big wheeles,-1,-2,2,0,2,-2,1,-1,-1,1,-2,1,-0.16666666666666666,1.5275252316519465
has bright colors,1,3,1,0,-3,-2,-3,-2,0,-1,-3,-2,-0.9166666666666666,1.928651593652148
has doors,3,-1,1,2,2,-1,1,1,2,1,-3,2,0.8333333333333334,1.6966991126265962
has electrical wiring on the top,-1,-2,2,-1,-1,-2,1,0,-1,3,-3,2,-0.25,1.864744681524183
has first and second class,-3,-2,1,0,2,-2,0,1,0,2,-2,2,-0.08333333333333333,1.7816403745544227
has gears,2,2,3,2,1,-1,0,1,2,0,-2,3,1.0833333333333333,1.5642792899510296
has great power,-2,1,2,0,-1,-2,1,1,1,1,-1,-3,-0.16666666666666666,1.5859229221975182
has iron on the bottom,1,2,1,-1,0,-1,1,-3,1,-1,-3,-3,-0.5,1.7837651700316894
has lights,2,3,3,3,1,1,1,3,2,0,3,3,2.0833333333333335,1.0836246694508316
has no engine,-3,-1,0,1,3,1,2,0,-2,2,-2,2,0.25,1.9128750375000738
has no roof,1,-3,-1,-2,1,2,1,0,-3,1,-3,-2,-0.6666666666666666,1.8748737331221843
has pedals,-1,-1,1,0,2,1,2,1,-1,3,-3,2,0.5,1.7320508075688772
has poles to hold on to,-3,-3,2,-3,0,1,-2,1,-3,1,-3,2,-0.8333333333333334,2.167249338901663
has priority (right of way) in traffic,1,-1,3,-3,1,2,3,0,-1,2,-3,-3,0.08333333333333333,2.2746961169005466
has sandbags,-3,-3,-2,-3,0,-2,0,2,-2,0,-3,-3,-1.5833333333333333,1.6764862244009227
has seats,2,3,3,1,1,2,0,1,2,0,3,2,1.6666666666666667,1.0730867399773196
has small wheels,-1,-1,-2,1,1,1,1,1,-1,1,-2,-3,-0.3333333333333333,1.497472618255253
has small windows,-1,-2,-2,-1,1,1,1,-2,-2,1,-2,-1,-0.75,1.3568010505999362
has smell of gasoline,1,2,3,0,-2,-1,1,1,-1,1,-1,0,0.3333333333333333,1.4354811251305468
has stinking fumes,1,1,2,1,-3,-1,2,3,1,0,-3,-2,0.16666666666666666,1.9924098397912438
has the name of a company printed on it,-3,-3,-3,-2,0,-2,0,-2,-1,2,-3,-3,-1.6666666666666667,1.6143297699232975
has thick tires,-2,-1,3,-1,1,-2,1,2,-1,1,-1,-2,-0.16666666666666666,1.696699112626596
has tires,3,-1,3,2,2,0,2,1,0,0,2,3,1.4166666666666667,1.378954368902449
has wagons,-1,-2,2,0,2,1,2,0,0,2,-3,2,0.4166666666666667,1.729862492345632
has wheels,3,1,3,3,3,-1,2,3,2,0,2,3,2.0,1.348399724926484
has windows,2,-1,2,1,2,2,0,-1,2,-1,-3,3,0.6666666666666666,1.8257418583505536
has wings,-2,-2,1,0,3,3,2,0,1,3,-3,-3,0.25,2.3011854652449344
hits persons (while driving),1,1,3,-2,-3,-1,1,3,-1,1,-3,-3,-0.25,2.220769727328383
in in style,-1,-1,3,-3,-3,-1,-3,3,0,0,-3,-1,-0.8333333333333334,2.1248885888797826
is a board,-3,-3,-2,-3,2,1,1,2,-2,3,-3,-3,-0.8333333333333334,2.405801069888944
is a board on wheels,-3,-3,1,-3,1,1,2,1,-1,3,-3,-3,-0.5833333333333334,2.314316444667973
is a boat,0,-2,3,0,2,2,2,2,-2,3,-3,-2,0.4166666666666667,2.1933093855190746
is a car (auto),3,-2,3,1,2,3,2,3,0,3,-2,3,1.5833333333333333,1.9286515936521476
is a car (wagen),3,-1,0,1,2,2,2,2,0,2,-1,2,1.1666666666666667,1.337115846843043
is a house on wheels,-1,-3,2,-2,1,2,2,-3,-1,3,-3,-2,-0.4166666666666667,2.2746961169005466
is a kind of public transport,2,-2,2,1,2,3,2,-2,-2,1,0,2,0.75,1.815338686155987
is a little house,-1,-2,-2,-3,-1,1,2,-3,-1,3,-3,-2,-1.0,2.0
is a lorry,2,-1,2,-1,2,1,1,1,-2,3,-1,1,0.6666666666666666,1.556997888323046
is a means of transportation,3,3,3,2,3,2,3,3,2,-3,3,3,2.25,1.712255291076124
is a motorized bicycle,1,-3,2,-3,1,1,1,0,0,3,-3,1,0.08333333333333333,2.0207259421636903
is a synonym for horse-sleigh,-3,-1,2,-3,1,3,2,-3,-2,3,-3,-3,-0.5833333333333334,2.574643252722186
is a technological tour de force,1,-1,-1,-1,-1,2,-1,3,2,1,0,-3,0.08333333333333333,1.729862492345632
is a television programme,-3,-3,-3,-3,-1,-3,-3,-3,-2,1,-3,-3,-2.4166666666666665,1.2401124093721456
is a toy,-2,1,-1,-2,0,2,1,2,-2,1,-3,1,-0.16666666666666666,1.7494587907710375
is a vehicle,3,3,3,3,2,3,3,2,2,-2,3,3,2.3333333333333335,1.4354811251305468
is a verhicle on water,0,-1,3,1,3,2,1,1,-1,3,-2,-2,0.6666666666666666,1.8748737331221843
is beautiful,0,-1,2,0,-3,-1,-2,0,0,-3,-3,2,-0.75,1.764549903980152
is big,1,1,1,0,-1,-1,0,2,1,-1,0,2,0.4166666666666667,1.0836246694508318
is big and heavy,1,-2,2,0,0,2,0,3,0,1,0,-2,0.4166666666666667,1.5050420310248864
is big or small,2,3,2,3,-2,3,0,3,0,1,0,-3,1.0,2.04494943258218
is bigger than a car,1,-1,-2,-3,1,0,1,0,0,1,-3,-1,-0.5,1.5075567228888183
is black,1,-2,-3,0,0,-3,0,0,-1,-3,-3,-3,-1.4166666666666667,1.5642792899510294
is brown,-3,-1,-3,-2,-3,-3,0,-1,-2,-3,-3,-3,-2.25,1.0552897060221726
is busy,1,-2,2,0,-2,2,0,1,-1,2,-3,1,0.08333333333333333,1.7298624923456323
is cheap,-1,-2,-2,0,-2,0,2,0,0,0,-3,2,-0.5,1.5666989036012806
is comfortable (comfortabel),2,1,2,1,-1,1,1,2,0,0,0,2,0.9166666666666666,0.996204919895622
is cool,-1,-2,-1,-3,-2,-2,-3,3,0,1,-3,1,-1.0,1.9069251784911847
is dangerous,1,2,3,1,-3,0,2,3,1,0,1,-3,0.6666666666666666,1.9694638556693236
is dangerous in traffic,1,3,3,1,-2,1,3,3,2,1,-3,1,1.1666666666666667,1.9462473604038075
is dirty,-1,-3,3,-3,-3,-3,-2,-3,-1,-1,-3,-3,-1.9166666666666667,1.781640374554423
is drawn by dogs,-3,-3,1,-3,1,2,1,1,-1,1,-3,-3,-0.75,2.0943647333651407
is drawn by horses,-2,-3,3,-3,2,2,2,1,1,2,0,0,0.4166666666666667,2.0652243256245835
is drawn by reindeer,-3,-1,2,-3,1,2,2,0,-1,3,-2,-2,-0.16666666666666666,2.124888588879783
is elongated,-1,2,3,-1,-3,-2,0,1,0,1,-3,-3,-0.5,2.0225995873897262
is environmentally friendly,-2,-2,-2,1,-1,1,3,-3,-2,2,-2,-2,-0.75,1.9598237397554634
is expensive,1,3,1,1,-2,2,-3,3,1,0,-2,-3,0.16666666666666666,2.167249338901663
is faster than a bycicle,1,0,2,0,0,-1,1,3,-2,1,-3,2,0.3333333333333333,1.7232808737106584
is filled with hot air,-2,-3,3,-3,2,2,2,1,-1,3,-3,-3,-0.16666666666666666,2.5524794837866014
is firm,1,2,3,1,-2,2,1,2,1,0,3,3,1.4166666666666667,1.4433756729740643
is for 1 person,0,-2,2,1,1,2,1,1,-1,2,0,0,0.5833333333333334,1.2401124093721456
is for 2 people,1,-1,-2,0,1,1,2,1,-1,1,-2,-1,0.0,1.348399724926484
is for at least 1 person,2,3,3,3,-3,2,-3,3,2,1,3,2,1.5,2.195035721390843
is for few persons,-1,-2,-3,0,0,-1,1,0,-1,1,-3,-2,-0.9166666666666666,1.378954368902449
is for fun,1,1,2,0,0,-2,-1,1,-1,1,-3,3,0.16666666666666666,1.696699112626596
is for multiple persons,2,0,2,1,1,2,1,2,1,1,1,3,1.4166666666666667,0.7929614610987591
is green,0,-3,-1,-3,-3,-2,-3,0,-3,-3,-3,-1,-2.0833333333333335,1.2401124093721454
is grey,-1,-3,-2,0,-3,-3,-1,1,-1,0,-3,-3,-1.5833333333333333,1.4433756729740643
is hard to drive,0,1,-2,0,-2,0,1,2,-1,1,-2,0,-0.16666666666666666,1.337115846843043
is hard to learn to use it,-1,1,3,-1,-2,1,-2,0,-1,1,0,-2,-0.25,1.5447859516333116
is heavy,2,1,2,0,0,-2,0,1,1,-2,-1,3,0.4166666666666667,1.5642792899510294
is launched,-3,-3,-1,-3,2,2,1,-2,0,3,-3,-3,-0.8333333333333334,2.3290003057626296
is long,-3,-1,2,-2,0,-2,0,3,0,0,-3,-2,-0.6666666666666666,1.874873733122184
is made of iron,2,3,3,1,0,1,1,-2,1,0,1,2,1.0833333333333333,1.3789543689024488
is made of steel,1,3,3,0,0,-2,1,1,1,-2,1,0,0.5833333333333334,1.5642792899510294
is made of wood or metal,-3,2,2,1,2,-1,0,1,1,1,1,-3,0.3333333333333333,1.775250729197189
is manned,2,3,3,3,1,2,1,3,-2,-1,3,2,1.6666666666666667,1.6696942198734437
is of American origin,-1,-2,-3,-3,-1,-3,-3,-3,0,0,-3,-3,-2.0833333333333335,1.2401124093721456
is often belated,-3,-1,2,-2,-3,2,0,0,-1,1,-3,-1,-0.75,1.815338686155987
is often hot inside,1,1,1,-2,-2,2,-3,1,-2,0,0,1,-0.16666666666666666,1.6422453217986943
is oval,-3,-2,-2,-3,0,-2,0,0,-1,2,-3,-3,-1.4166666666666667,1.6213537179739277
is painted,-3,0,-2,0,-3,-2,0,1,-1,-2,-3,-3,-1.5,1.4459976109624424
is part of a company,-1,-2,-1,-3,1,-2,1,0,-2,2,-3,-2,-1.0,1.651445647689541
is pleasant (gezellig),1,1,2,-1,-3,1,-1,1,0,0,-3,3,0.08333333333333333,1.8319554050414562
is polluting,1,1,2,2,-3,0,3,1,2,-1,-2,1,0.5833333333333334,1.781640374554423
is popular in the Netherlands,1,-3,2,-3,-3,-2,1,-3,0,1,-3,0,-1.0,2.0
is rectangular,-2,-3,3,-1,-1,-1,1,1,0,-2,-3,-3,-0.9166666666666666,1.880924981991251
is relaxing,1,-1,-1,-2,-2,1,-1,-2,-1,1,-3,3,-0.5833333333333334,1.729862492345632
is romantic,-3,-3,-3,-2,-2,-3,-3,-3,-1,1,-3,1,-2.0,1.5374122295716148
is slower than a car,-1,-1,2,0,0,2,1,1,-1,0,-3,2,0.16666666666666666,1.5275252316519468
is small (klein),-2,-3,2,-3,0,1,0,0,0,0,-3,1,-0.5833333333333334,1.729862492345632
is smaller than a lorry,-1,-1,2,-2,1,-1,1,0,0,1,-3,1,-0.16666666666666666,1.4668044012461756
is tall,-3,-1,3,-3,1,-3,-1,1,-1,0,-3,-2,-1.0,1.954016841836789
is tiring to use,-1,-2,-2,1,-1,2,0,1,-1,1,-3,-1,-0.5,1.5075567228888183
is used to drive,3,-1,3,2,-2,2,2,3,2,0,3,3,1.6666666666666667,1.7232808737106584
is white,-3,-3,-2,-3,-3,-3,-3,1,-2,-3,-3,-3,-2.5,1.1677484162422844
is yellow,-3,-3,-2,-3,-3,-3,-3,1,-1,-3,-3,-3,-2.4166666666666665,1.2401124093721456
leaves from airport,-1,1,2,-1,3,1,2,1,0,3,-1,-2,0.6666666666666666,1.6696942198734437
lived in by gipsies,-3,-2,-2,-3,1,0,2,-3,-1,2,-3,-3,-1.25,2.0056737702645644
looks tough,-3,-2,-2,-3,-3,-1,-2,1,1,2,-2,-2,-1.3333333333333333,1.723280873710658
made of metal,2,1,3,3,0,1,1,1,1,0,1,0,1.1666666666666667,1.0298573010888745
made of wood,-3,-3,0,-2,2,0,1,1,-1,1,-2,-3,-0.75,1.815338686155987
makes a humming sound (brommend),0,1,2,1,0,-1,1,0,0,1,1,-3,0.25,1.2880570286640687
makes a humming sound (ronkend),1,2,0,1,0,0,1,1,-1,1,1,-3,0.3333333333333333,1.3026778945578594
manned by astronauts,-3,-3,-1,-3,2,-2,1,1,-2,3,-2,-3,-1.0,2.174229226018436
most of the time is filled completely,-1,-1,3,-3,-3,2,-3,3,0,1,-3,-1,-0.5,2.3159525823376357
moves/sails on the sea or on another water,-2,-2,1,1,1,2,2,2,1,2,-2,-2,0.3333333333333333,1.775250729197189
moves/sails on the water,-3,-2,2,0,3,1,1,3,-1,3,-3,-2,0.16666666666666666,2.32900030576263
moves/sails under water,-3,-2,1,-3,3,2,1,1,-1,3,-2,-3,-0.25,2.3403573930647275
not used much,-3,-3,-1,-3,2,-1,1,-3,-2,1,-3,-3,-1.5,1.8829377433825436
occurs often in films,-3,3,3,-3,-3,-2,-2,1,1,0,-3,1,-0.5833333333333334,2.3532698077098573
often covered with grafitti,-3,-3,-2,-2,0,-2,-2,0,-1,3,-3,-3,-1.5,1.7837651700316894
often found to be frightening,-2,-3,3,-3,-1,-2,-1,2,0,1,-3,-3,-1.0,2.088931871468374
often robbed,-2,-2,3,-3,-3,0,2,-3,-2,2,-3,-3,-1.1666666666666667,2.2896340848319503
often seen at the coast,-3,-3,2,-1,1,1,1,-2,-1,0,-3,-3,-0.9166666666666666,1.880924981991251
often stolen,-1,1,3,0,-2,-1,-2,3,0,1,-1,-3,-0.16666666666666666,1.8989630344113086
operated by a pilot,-1,-2,0,-2,2,1,1,1,-1,3,-2,-1,-0.08333333333333333,1.6764862244009227
produces a lot of sound,-1,2,3,1,0,0,2,3,0,1,1,-3,0.75,1.712255291076124
produces a lot of wind,-2,3,2,-2,-2,-2,1,3,-1,2,-3,-2,-0.25,2.261335084333227
produces fumes,2,1,3,1,-1,-1,3,2,2,-2,0,-2,0.6666666666666666,1.8257418583505538
produces noise,1,2,2,2,-2,2,2,3,1,0,2,2,1.4166666666666667,1.3113721705515067
requires a special drivers licence,-1,-1,2,0,1,1,2,-3,2,2,1,1,0.5833333333333334,1.5642792899510294
ressembles a bike,2,-1,1,-2,2,0,1,0,0,0,-3,0,0.0,1.4770978917519928
ressembles a train,-1,-2,-1,0,1,2,0,3,-2,2,-2,1,0.08333333333333333,1.729862492345632
rides on rails,0,-3,1,1,3,2,1,-2,-1,3,-3,2,0.3333333333333333,2.1461734799546393
rolls,-2,-1,-2,2,1,1,1,1,-2,1,0,-3,-0.25,1.6583123951777
sails,1,-1,3,1,2,2,0,2,-1,3,-1,0,0.9166666666666666,1.5050420310248864
slides from slope,-3,-3,-1,-3,2,2,1,1,-1,2,-3,1,-0.4166666666666667,2.151461800448216
slides on snow,-2,-3,2,-3,2,1,1,2,-1,2,0,-2,-0.08333333333333333,2.0207259421636903
steered by a captain,-2,-2,-1,-2,2,1,1,1,-1,3,-3,-2,-0.4166666666666667,1.9286515936521478
stinks,0,-3,3,-1,-3,-3,1,3,-1,0,-2,-3,-0.75,2.220769727328383
stops at fixed stops (fixed places),0,-2,2,1,2,2,1,1,-1,2,-2,2,0.6666666666666666,1.556997888323046
stops in a station,1,-2,2,-2,2,2,1,-2,-1,3,-3,2,0.25,2.0943647333651407
subdivided in A-class and B-class,-2,-2,-1,-1,2,-2,0,-3,-1,3,-3,-3,-1.0833333333333333,1.928651593652148
takes off vertically,-3,-2,-3,-3,1,-2,2,3,-1,3,-3,0,-0.6666666666666666,2.3868325657594203
the driver is very vulnerable on the road,-1,1,-1,-3,2,1,2,1,-2,3,-3,2,0.16666666666666666,2.0816659994661326
the driver of this vehicle is behind the wheel for a very long time,-2,1,-2,-3,2,-2,2,3,-1,2,-2,2,0.0,2.174229226018436
the driver wears a helmet,1,-3,1,0,1,-1,1,1,0,2,-3,0,0.0,1.5954480704349312
the driver wears leather clothes,-3,-3,-2,-3,0,-1,-3,0,-3,3,-3,-3,-1.75,1.9128750375000738
there is a lot of space in it,1,1,-1,0,0,1,0,1,1,1,-3,3,0.4166666666666667,1.4433756729740643
there is advertising on it,-2,-3,-1,-2,-2,-2,-2,0,0,1,-3,-3,-1.5833333333333333,1.3113721705515065
there is not much space,-3,2,3,1,-1,1,-1,1,-1,1,-3,-1,-0.08333333333333333,1.880924981991251
transports children,-1,-2,3,-2,2,1,1,2,0,2,0,3,0.75,1.764549903980152
transports goods,2,3,2,1,3,1,1,1,0,1,1,0,1.3333333333333333,0.9847319278346619
transports illegal immigrants,-2,-3,2,-3,-3,-2,-3,-2,-2,3,-3,-3,-1.75,2.050498830661811
transports persons,3,3,3,3,2,1,1,3,2,-1,3,2,2.0833333333333335,1.2401124093721454
transports persons or goods,2,3,3,3,2,2,1,1,3,0,3,2,2.0833333333333335,0.996204919895622
used at a ramp,-3,-3,-2,-3,2,-1,1,1,-1,2,-3,-3,-1.0833333333333333,2.0652243256245835
used at farms,-2,-2,1,-2,2,1,1,2,1,1,-3,-1,-0.08333333333333333,1.7816403745544227
used by Santa,-3,-3,2,-3,1,-2,0,-3,-1,2,-3,2,-0.9166666666666666,2.1933093855190746
used by children,-3,-3,2,-1,0,-1,0,2,0,2,0,3,0.08333333333333333,1.9286515936521476
used by everybody,2,3,2,2,1,3,3,1,1,0,1,-3,1.3333333333333333,1.6696942198734437
used by farmers,0,-1,2,-3,2,0,1,-3,1,2,-3,-2,-0.3333333333333333,2.0150945537631877
used by men,-1,-3,-2,1,-1,-2,-2,1,-1,0,-3,-3,-1.3333333333333333,1.4354811251305468
