feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
produces noise,-3,-3,-1,0,-3,0,-3,-2,3,1,-3,-3,-1.4166666666666667,2.0207259421636903
separates liquid from solid material,-3,-3,-3,0,-1,0,-3,0,-3,0,-3,-3,-1.8333333333333333,1.4668044012461754
shines,-1,1,2,-3,0,0,-2,0,-3,-1,1,1,-0.4166666666666667,1.6213537179739277
smells like coffee,-3,-3,-1,0,-3,2,2,-2,-3,-3,-3,-3,-1.6666666666666667,1.969463855669324
smells nice,-3,-3,-1,0,-3,1,-3,-2,-2,-3,-3,-3,-2.0833333333333335,1.378954368902449
stands up straight,-3,-3,-3,0,-2,0,-3,-2,-3,0,-3,-3,-2.0833333333333335,1.3113721705515067
stinks,-3,-3,-3,0,-3,0,-3,-3,-3,-3,-3,-3,-2.5,1.1677484162422844
there is soup in it,-3,2,0,0,-2,2,1,0,1,0,-2,-3,-0.3333333333333333,1.775250729197189
to empty a cook pot,-3,0,-1,-3,0,2,3,0,-2,0,-1,-3,-0.6666666666666666,1.9227505550564006
to grate,-2,2,2,1,0,2,3,0,1,0,1,-3,0.5833333333333334,1.7298624923456323
to grate carrots,-2,2,1,1,0,2,3,0,1,0,-1,-3,0.3333333333333333,1.7232808737106584
to grate cheese,-2,2,1,1,0,2,3,0,1,0,-1,-3,0.3333333333333333,1.7232808737106584
to grate fruit,-2,2,1,1,0,2,3,0,1,0,-1,-3,0.3333333333333333,1.7232808737106584
to mine gold,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3.0,0.0
used after washing,-3,-3,-2,0,-2,0,-3,-2,-3,0,-3,-3,-2.0,1.2792042981336627
used as a dose measure,-3,-3,-1,0,-1,2,-1,-2,0,0,-3,-3,-1.25,1.6025547785276542
used at parties,-3,1,-3,0,-2,0,-3,0,1,0,-3,-2,-1.1666666666666667,1.6422453217986943
