feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
lives in a damp climate,2,1,0,-1,-1,1,2,1,2,1,-2,2,0.6666666666666666,1.3706888336846839
lives in a swamp,2,1,1,-1,0,0,1,1,1,2,-3,0,0.4166666666666667,1.378954368902449
lives in distant countries,3,2,0,0,-3,1,3,1,1,3,1,1,1.0833333333333333,1.6764862244009222
lives in dry areas,0,1,2,-2,1,0,0,1,1,2,2,0,0.6666666666666666,1.1547005383792517
lives in the desert,1,2,1,-2,-2,0,1,1,1,2,2,0,0.5833333333333334,1.378954368902449
lives in the jungle,2,1,1,-2,-3,1,2,1,1,2,-2,0,0.3333333333333333,1.7232808737106584
lives in the sea,0,0,-3,-2,0,0,-3,1,1,-3,-3,0,-1.0,1.651445647689541
lives in the woods,0,1,0,-2,0,0,1,1,1,0,-2,0,0.0,1.044465935734187
lives in the zoo,3,1,3,-1,0,0,2,0,1,-1,-2,0,0.5,1.5666989036012806
lives in trees,0,1,0,-2,-1,-1,1,1,1,-1,-2,0,-0.25,1.1381803659589922
lives in tropical areas,2,1,1,-1,0,2,2,1,1,3,3,0,1.25,1.2154310870109943
lives in warm countries,1,1,1,-1,-3,1,2,1,1,3,2,0,0.75,1.5447859516333116
lives in water,1,1,0,1,0,1,0,2,2,-2,0,0,0.5,1.087114613009218
lives nearby ponds,2,1,0,0,0,1,1,1,2,1,-2,1,0.6666666666666666,1.0730867399773196
lives nearby the water,1,1,1,1,2,2,2,2,2,1,-2,2,1.25,1.1381803659589922
lives on land,2,1,1,2,-3,0,3,1,1,3,2,0,1.0833333333333333,1.6213537179739275
lives on land and sea,2,1,0,0,1,3,3,2,2,0,3,0,1.4166666666666667,1.2401124093721456
lives on the ground,0,2,3,1,2,3,1,1,1,3,2,0,1.5833333333333333,1.0836246694508318
lives on when split in half,-1,1,-3,-3,0,2,-1,1,0,-3,-3,0,-0.8333333333333334,1.80067327475704
lives under the ground,-1,1,0,-3,0,-1,1,1,1,0,-3,0,-0.3333333333333333,1.4354811251305468
"long hind legs, short forelegs",0,0,-3,-2,0,1,3,1,1,-1,-3,0,-0.25,1.764549903980152
looks like a crocodile,1,1,1,-1,2,1,2,1,1,2,2,0,1.0833333333333333,0.90033663737852
looks like a frog,1,0,-2,-2,3,-2,1,1,1,0,1,0,0.16666666666666666,1.5275252316519465
looks like a lizard,1,2,2,-2,3,1,2,1,1,1,3,1,1.3333333333333333,1.3026778945578592
looks like a salamander,1,1,-1,-2,1,2,1,1,1,1,1,0,0.5833333333333334,1.0836246694508316
makes a hissing noise,1,1,1,-2,1,0,0,1,1,2,0,0,0.5,1.0
makes a lot of clamor,0,1,-2,-3,0,0,2,1,1,-2,-2,0,-0.3333333333333333,1.5569978883230462
makes not much noise,1,1,3,-2,-1,2,1,1,0,3,2,0,0.9166666666666666,1.5050420310248864
occasionally occurs in films,-1,0,0,-3,-3,0,1,0,-2,0,2,0,-0.5,1.5075567228888183
often run over by cars,-2,-1,-2,-3,-3,0,0,0,-2,0,-3,0,-1.3333333333333333,1.3026778945578592
prehistoric animal,0,2,1,-1,3,2,3,1,-1,2,1,0,1.0833333333333333,1.378954368902449
quacks,1,0,-3,-2,1,0,0,1,0,-3,-3,0,-0.6666666666666666,1.6143297699232972
rough,-1,1,3,2,1,3,3,1,1,2,3,0,1.5833333333333333,1.3113721705515065
sheds its skin,1,1,2,-3,2,1,2,1,1,2,3,1,1.1666666666666667,1.4668044012461756
shoes and handbags are made of it,2,0,3,-2,2,-2,1,0,-2,1,0,1,0.3333333333333333,1.6696942198734437
shy,1,0,2,0,-2,-2,0,1,1,2,-2,0,0.08333333333333333,1.4433756729740645
skeletons in museum,2,1,-2,-3,1,1,2,0,-2,3,-3,1,0.08333333333333333,2.0652243256245835
small and large kinds,3,3,3,3,-1,3,2,1,1,3,3,1,2.0833333333333335,1.3113721705515065
soup is made of it,-2,0,-2,-2,-3,-3,-2,0,-2,0,-3,0,-1.5833333333333333,1.2401124093721456
stinks,0,1,-3,-3,0,-1,2,0,-1,-2,-3,0,-0.8333333333333334,1.642245321798694
strangles its prey,1,2,1,-3,2,1,1,2,1,2,0,0,0.8333333333333334,1.403458930534474
swallows its prey in its entirety,1,1,2,-3,0,1,0,1,1,1,1,0,0.5,1.243163121016122
swims in aquariums,3,1,-3,1,1,0,1,2,2,2,-3,2,0.75,1.9128750375000738
takes on the colour of its surroundings,1,3,0,-2,2,1,0,2,1,2,-3,2,0.75,1.764549903980152
the legs are eaten,0,0,-3,-3,3,0,0,-2,-2,0,-3,0,-0.8333333333333334,1.8006732747570398
there are many kinds of it,3,2,3,3,-1,3,3,1,1,3,3,0,2.0,1.4142135623730951
turns in its shell in danger,1,1,0,-3,1,1,1,2,1,1,-1,0,0.4166666666666667,1.3113721705515067
wild animal,3,3,2,1,0,1,2,1,2,2,3,0,1.6666666666666667,1.0730867399773196
writhes (twists),1,1,0,-2,1,1,2,1,0,2,-1,0,0.5,1.1677484162422844
