exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
fireman,19.0,19.0,19.0,20.0,20.0,10.0,16.0,20.0,13.0,13.0,20.0,20.0,13.0,12.0,18.0,20.0,20.0,19.0,20.0,15.0,9.0,17.0,17.0,15.0,19.0,8.0,18.0,20.0,16.75,3.737943582,28
garbage collector,17.0,20.0,18.0,20.0,20.0,17.0,17.0,20.0,18.0,12.0,15.0,20.0,14.0,15.0,13.0,20.0,20.0,20.0,17.0,11.0,10.0,12.0,16.0,10.0,19.0,9.0,13.0,20.0,16.17857143,3.68232587,28
information scientist,18.0,18.0,10.0,20.0,18.0,9.0,18.0,20.0,18.0,11.0,20.0,20.0,15.0,10.0,12.0,15.0,16.0,19.0,10.0,8.0,11.0,8.0,15.0,7.0,19.0,16.0,8.0,20.0,14.60714286,4.565079089,28
judge,19.0,18.0,20.0,20.0,20.0,9.0,14.0,20.0,18.0,16.0,20.0,20.0,16.0,12.0,17.0,20.0,17.0,20.0,18.0,6.0,8.0,13.0,17.0,10.0,18.0,15.0,8.0,20.0,16.03571429,4.367236119,28
lawyer,19.0,19.0,19.0,20.0,20.0,15.0,14.0,20.0,18.0,13.0,20.0,20.0,18.0,9.0,16.0,20.0,17.0,18.0,20.0,7.0,8.0,15.0,17.0,13.0,19.0,17.0,19.0,20.0,16.78571429,3.794314878,28
manager,18.0,20.0,17.0,12.0,19.0,15.0,15.0,20.0,18.0,18.0,20.0,20.0,16.0,15.0,16.0,20.0,19.0,20.0,19.0,13.0,15.0,10.0,17.0,17.0,19.0,17.0,13.0,20.0,17.07142857,2.761220495,28
minister,16.0,19.0,19.0,12.0,20.0,11.0,10.0,14.0,12.0,14.0,11.0,20.0,14.0,10.0,15.0,15.0,17.0,20.0,15.0,12.0,2.0,3.0,16.0,11.0,13.0,15.0,4.0,20.0,13.57142857,4.894657491,28
pharmacist,20.0,19.0,18.0,20.0,20.0,13.0,15.0,20.0,18.0,16.0,20.0,20.0,17.0,10.0,14.0,20.0,20.0,20.0,20.0,9.0,12.0,9.0,17.0,12.0,19.0,17.0,18.0,20.0,16.89285714,3.685198479,28
physiotherapist,19.0,20.0,17.0,20.0,18.0,10.0,15.0,20.0,18.0,15.0,20.0,20.0,17.0,8.0,11.0,20.0,18.0,19.0,19.0,9.0,11.0,12.0,17.0,10.0,19.0,17.0,14.0,20.0,16.17857143,3.944556225,28
pilot,20.0,20.0,15.0,11.0,20.0,6.0,13.0,18.0,18.0,15.0,20.0,20.0,15.0,14.0,12.0,20.0,20.0,20.0,20.0,9.0,10.0,13.0,17.0,14.0,19.0,14.0,13.0,20.0,15.92857143,4.06364707,28
plumber,17.0,20.0,18.0,20.0,20.0,15.0,18.0,20.0,18.0,15.0,20.0,20.0,18.0,16.0,18.0,20.0,20.0,20.0,19.0,16.0,15.0,12.0,17.0,17.0,19.0,15.0,18.0,20.0,17.89285714,2.148889217,28
police officer,19.0,18.0,18.0,20.0,20.0,17.0,17.0,20.0,18.0,17.0,20.0,20.0,18.0,16.0,19.0,20.0,20.0,20.0,18.0,17.0,13.0,13.0,17.0,18.0,19.0,16.0,20.0,20.0,18.14285714,1.97604704,28
postman,18.0,19.0,18.0,20.0,20.0,16.0,17.0,20.0,18.0,15.0,20.0,20.0,18.0,18.0,16.0,20.0,20.0,20.0,20.0,15.0,10.0,13.0,17.0,15.0,19.0,8.0,18.0,20.0,17.42857143,3.096336801,28
psychologist,18.0,19.0,20.0,20.0,20.0,16.0,13.0,20.0,18.0,14.0,20.0,20.0,15.0,13.0,1.0,20.0,14.0,20.0,20.0,13.0,7.0,1.0,17.0,8.0,19.0,20.0,16.0,20.0,15.78571429,5.55349168,28
secretary,20.0,20.0,19.0,20.0,20.0,15.0,18.0,19.0,18.0,12.0,20.0,20.0,17.0,12.0,18.0,20.0,20.0,19.0,19.0,18.0,18.0,10.0,17.0,16.0,19.0,12.0,20.0,20.0,17.71428571,2.91683673,28
shop-assistant,17.0,19.0,19.0,20.0,20.0,18.0,16.0,20.0,18.0,14.0,20.0,20.0,17.0,13.0,19.0,20.0,18.0,20.0,13.0,15.0,18.0,16.0,17.0,15.0,17.0,12.0,16.0,18.0,17.32142857,2.389073452,28
stallholder,15.0,20.0,17.0,14.0,20.0,13.0,12.0,14.0,14.0,11.0,16.0,20.0,16.0,17.0,12.0,15.0,20.0,19.0,13.0,8.0,15.0,16.0,15.0,8.0,16.0,3.0,14.0,14.0,14.53571429,3.901397118,28
stewardess,16.0,17.0,15.0,20.0,20.0,9.0,15.0,18.0,18.0,12.0,20.0,20.0,17.0,13.0,15.0,20.0,20.0,19.0,17.0,8.0,9.0,15.0,17.0,13.0,19.0,17.0,15.0,20.0,16.21428571,3.562740756,28
teacher,20.0,19.0,20.0,20.0,20.0,18.0,20.0,20.0,18.0,18.0,20.0,20.0,18.0,18.0,18.0,20.0,20.0,20.0,20.0,17.0,16.0,15.0,17.0,19.0,19.0,19.0,20.0,20.0,18.89285714,1.39680285,28
veterinarian,18.0,19.0,18.0,20.0,20.0,13.0,17.0,20.0,18.0,15.0,20.0,20.0,18.0,15.0,16.0,20.0,17.0,19.0,20.0,11.0,7.0,10.0,17.0,12.0,19.0,16.0,16.0,20.0,16.82142857,3.464674336,28
