feature,freq
is licht,12
is makkelijk om mee te werken,5
is moeilijk om mee te werken,9
is multifunctioneel,4
is niet fijn om te gebruiken,5
is nuttig,8
is nuttig in een bos,8
is om buiten te gebruiken,7
is plat,8
is plat vooraan,5
is plooibaar,4
is recht,4
is rechthoekig,4
is rond,8
is scherp,73
is smal,9
is sterk,32
is uitgevonden in Engeland,6
is van ijzer,74
is vermoeiend om te gebruiken,6
is vettig,6
"is voor de fiets, de auto,",15
is vuil,19
is zacht,6
is zeldzaam,5
is zilverkleurig,11
is zwaar,105
is zwart,11
je gebruikt het bij metselen,4
je kan er dingen mee kapot maken,6
je kan er dingen mee maken,5
je kan er dingen mee vastbinden,12
je kan er dingen mee vervoeren,14
je kan er een knoop in leggen,6
je kan er gaten mee boren,10
je kan er iemand mee doden,13
je kan er iemand mee verwonden,8
je kan er mee touwtrekken,10
je kan er ook sieraden mee maken,4
je kan ermee repareren,6
je kan ermee spelen,14
je moet het voortduwen,12
je moet sterk zijn om het te gebruiken,10
kan als verdediging werken,5
kan als wapen gebruikt worden,37
kan dik of dun zijn,7
kan dingen mee openbreken,18
kan door iedereen gebruikt worden,8
kan een opvangbak hebben,6
kan een wonde zijn: schaafwonde,5
kan je dingen mee afschuren,5
kan je iets aan hangen,4
kan je iets mee ophangen,6
kan je mee draaien,6
kan je mee sjorren,7
kan je messen mee slijpen,5
kan je nagels mee vijlen,8
kan pijn doen,19
kan roesten,28
kan uit verschillende materialen bestaan,4
klemt samen,8
klop je spijkers mee in de muur,13
komt in verschillende merken en modellen,6
komt voor in een spreekwoord,13
komt voor in stripverhalen,5
koop je in de winkel,8
kun je mee vegen,5
laat houtkrullen achter,7
ligt in een tuinhuis,4
lijkt op een lat,4
maakt dingen glad of egaal,12
maakt een gat in de muur,6
maakt een scherp geluid,5
maakt een vervelend geluid,6
maakt een zoemend geluid,4
maakt geen geluid,4
maakt lawaai,56
maakt stof,9
maakt vonken,4
moet je soms slijpen,8
moet je uitwassen na gebruik,12
moet worden nagevuld,5
noemt men ook wel koevoet,6
stinkt,9
trilt,5
vind je in de garage,31
voelt ruw aan,14
"wanneer je het gebruikt, zet je best veiligheidsbril op",4
werd al gebruikt in de oertijd,6
werd gebruikt in de mijnen,8
werkt met een pompje,5
werkt op batterijen,7
werkt op benzine,7
werkt op elektriciteit,39
wordt gebruikt bij een manicure,6
wordt gebruikt door arbeiders,4
wordt gebruikt door de brandweer,4
wordt gebruikt door de schrijnwerker,15
wordt gebruikt door de stucadoor,4
wordt gebruikt door doe-het-zelvers,7
wordt gebruikt door een boer,13
wordt gebruikt door een houthakker,9
wordt gebruikt door een inbreker,40
wordt gebruikt door een kunstenaar,4
wordt gebruikt door een mechanicien,5
wordt gebruikt door een smid,16
wordt gebruikt door een timmerman,22
wordt gebruikt door schilders,7
wordt gebruikt door vaklui,9
wordt gebruikt door werklui,13
wordt gebruikt in combinatie met een hamer,27
wordt gebruikt in de landbouw,9
wordt gebruikt in de tuin,30
wordt gebruikt in de zomer,4
wordt gebruikt om bomen om te hakken,7
wordt gebruikt om dingen te openen,12
wordt gebruikt om dingen vast te maken,8
wordt gebruikt om grond te bewerken,5
wordt gebruikt om iets mee door te zagen,8
wordt gebruikt om iets vast te grijpen,4
wordt gebruikt om ijzer te vijlen,4
wordt gebruikt om mee te eten,9
wordt gebruikt om te kuisen/poetsen,21
wordt gebruikt om te olieën,11
wordt gebruikt om te scheppen,8
wordt gebruikt om vlees te snijden,5
wordt gebruikt om zware voorwerpen op te heffen,16
wordt getrokken door een traktor,11
wordt in de keuken gebruikt,6
wordt in huis gebruikt,4
wordt met een hamer ergens in geklopt,14
wordt niet veel gebruikt,8
wordt opgeborgen in kelder,4
wordt soms gebruikt om spijkers ergens uit te halen,12
wordt vaak gebruikt,5
wordt verkocht in brico,4
wordt verkocht in doehetzelf zaak,13
wordt verkocht in gamma,5
zie je veel in schoonheidssalons,6
zit in de gereedschapskist,44
zuigt stof,13
