feature,freq
is available for each price range,5
is awkward,4
is beautiful,9
is big,27
is black,35
is blown,5
is brown,4
is cold,38
is crockery,10
is curved,4
is cylindrical,4
is dangerous,33
is dangerous for children,7
is deep,7
is derived from a  verb,6
is easy,18
is easy to wash,9
is elongated,16
is expensive,7
is firm,12
is flat,8
is fragile,49
is functional,4
is given a present,14
is green,20
is grey,43
is hard,34
is hard to wash,8
is healthy,6
is heat resistant,14
is heavy,25
is invented by man,5
is lifeless,5
is light,11
is long,7
is made in a factory,8
is made of china,15
is made of clay,4
is made of cotton,7
is made of fabric,24
is made of glass,38
is made of leather,11
is made of pottery,8
is made of sand,12
is many women's nightmare,5
is modern,5
is multifunctional,16
is needed to weigh ingredients,4
is not edible,10
is not expensive,25
is not popular among many people,5
is often decorative,4
is often indispensable,10
is old-fashioned,4
is oval,7
is part of the cutlery,54
is pliable,8
is put on the fire,28
is rectangular,30
is red,5
is round,82
is sharp,69
is silver-coloured,41
is small (klein),43
is smaller than a soup spoon,8
is soft,18
is sometimes made of cork,5
is spherical,8
is square,23
is stainless,4
is transparent,32
is ugly,11
is used to cut,25
is used to cut things in two,15
is useful,10
is waterproof,5
is white,59
is worn around the shoulders,6
it is absorbent,7
lasts long,5
lies in a drawer,8
lies in the cupboard,15
lies left to plate,7
lies next to plate,4
lies on a roof,5
located under a glass,11
made of metal,216
made of plastic,113
made of stone,11
made of synthetic material,5
made of wood,26
makes a buzzing sound,15
makes a gurgling sound,4
makes a peeping sound,7
makes catching things easier,6
makes old bread tasteful again,7
means residential area when in a compound with 'built',4
mirrors,6
needs to be cleaned sometimes,5
needs to be washed,5
not everyone has it,5
occurs in a saying,7
often contains plants,5
often used,5
often used by students,9
one can drink out of it,48
one can eat out of it,38
one can lie upon it,5
one has to put ground coffeebeans in it,6
pieces of bread jump out of it,5
placed under a plate,7
pots and pans are put on it,8
prevents clothes from becoming dirty,25
produces noise,18
separates liquid from solid material,11
shines,10
smells like coffee,4
smells nice,8
stands up straight,4
stinks,7
there is soup in it,4
to empty a cook pot,6
to grate,5
to grate carrots,13
to grate cheese,12
to grate fruit,4
to mine gold,4
used after washing,6
used as a dose measure,7
used at parties,4
used at the table,22
used by a witch,12
used by cooks,19
used by doctors,7
used by mothers,9
used daily,10
used for cleansing,9
used for cooking,141
used for cutting meat,6
used for draining,21
used for making pasta,5
used for school,7
used for spaghetti,12
used for tinkering,7
used for windows,24
used in a restaurant,9
used in autumn,6
used in class rooms,6
used in different cultures,5
used in the bathroom,20
used in the garden,7
used in the kitchen,348
used in the sandbox,6
used to bake,25
used to beat,5
used to blend things,17
used to cook good food in,6
used to crack nuts,25
used to cut hair,6
used to cut paper,6
used to do the dishes,8
used to dry things with,21
used to eat corn flakes,7
used to eat with,49
used to eat yoghurt,5
used to guide traffic,16
used to keep food cool,13
used to make coffee,30
used to make pancakes,5
used to make sauces,4
used to make soup,12
used to mix food,12
used to open a can/tin,25
used to protect the table,31
used to put something warm on,4
used to put sugar in coffee,4
used to smeer bread,6
used to store food,33
used to store things,43
used to toast bread,29
used to warm things up,42
used to weigh things,33
used together with knife,6
used when you bake cake,8
used when you drink tea,24
used when you eat soup,22
used with your hands,18
uses gas,16
usually used in the morning,21
water permeable,14
whistles when water boils,5
works fast,9
works on batteries,5
works on electricity,133
works with a hinge,6
you can eat desserts with it,6
you can kill someone with it,6
you can make dough with it,10
you can play with it,6
you can put flowers in it,11
you can sift flour with it,6
you put butter in it,8
you put oil in it,5
you roast meat in it,11
