exemplar,Jo met de banjo,Luc Steeno heeft er een liedje over gemaakt,Toots Tielemans,begeleidt (andere) muziek,bespeeld door een drummer,bespeeld door een organist,bespeeld met plectrum,bespeeld tijdens concerten,bespeelt men staande,bestaat al lang,bestaat in verschillende formaten,bestaat in verschillende groottes,bestaat in verschillende kleuren,bestaat in verschillende soorten,bestaat per twee,bestaat uit verschillende delen,blinkt,brengt sfeer,dient om op te slaan,dient ook als kinderspeelgoed,een voorbeeld is een dwarsfluit,er is een vel over gespannen,er worden akkoorden op gespeeld,er worden muzieknoten gespeeld,er worden ritmes op gespeeld,er zijn verschillende lengtes van de buisjes,geassocieerd met kilt,gebruikt bij volksdans,gebruikt bij volksmuziek,gebruikt in de middeleeuwen,gebruikt in de mis,gebruikt om iets aan te kondigen,geeft een lelijk geluid,geeft het ritme aan,geeft één enkele klank,gemaakt uit hout,gemaakt uit metaal,geruit,hangt aan een koordje,heb je veel adem voor nodig,heb je veel oefening voor nodig,heeft Belgische uitvinder,heeft belletjes rondom,heeft een complexe vorm,heeft een diepe klank,heeft een dof geluid,heeft een hals,heeft een handvat,heeft een klankbeker,heeft een klankkast,heeft een klavier,heeft een klep,heeft een luchtzak,heeft een mondstuk,heeft een mooi geluid,heeft een riem om het te dragen,heeft een rietje,heeft een schelle klank,heeft een warme klank,heeft een zacht geluid,heeft gaatjes,heeft pedalen,heeft pijpen,heeft snaren,heeft stemsleutels,heeft toetsen,heeft trommels,heeft twee klavieren,heeft veel knopjes,heeft vleugels,heeft witte en zwarte toetsen,heeft witte toetsen,heeft zwarte toetsen,heldere klank,het weegt niet veel,is Mexicaans,is bespeelbaar,is bruin,is cilindervormig,is driehoekig,is duur,is een blaasinstrument,is een deel van een drumstel,is een deel van percussie/slagwerk,is een deel van vioolfamilie,is een fluitinstrument,is een houtblazer,is een instrument van de Griekse god Pan,is een klassiek instrument,is een koperblazer,is een moeilijk instrument,is een muziekinstrument,is een oud instrument,is een populair instrument,is een slaginstrument,is een snaarinstrument,is een soort piano,is een soort viool,is een strijkinstrument,is een vaste factor in een band,is een voorloper van piano,is eenvoudig te bespelen,is familie van de gitaar,is gemaakt van bamboe,is glad,is goedkoop,is goudkleurig,is groot,is handig te vervoeren,is hard,is hol,is klein,is lang,is langwerpig,is log,is luid,is melodieus,is mooi,is ontspannend,is rechthoekig,is rond,is sierlijk,is te koop in een muziekwinkel,is van ijzer,is van koper,is voor stoere kerels,is vrij onbekend,is wit en zwart,is zeldzaam,is zilverkleurig,is zuiders,is zwaar,is zwart,je kan er liedjes op spelen,je kan er verschillende noten mee spelen,je kan het leren in een muziekschool,je moet er noten voor kunnen lezen,je moet erop blazen,je moet goede longen hebben,je moet partituren lezen,kan akoestisch zijn,kan cimbalen hebben,kan elektronisch zijn,kan je (open)trekken en (dicht)duwen,kan je op spelen,kan op getokkeld worden,kan vals klinken,kan verbonden zijn aan een versterker,kan verschillende instrumenten nadoen,kan verschillende tonen tegelijk voortbrengen,klassieke muziek,klinkt fel,klinkt laag,klinkt nasaal,komt uit Schotland,komt voor in een fanfare,komt voor in een koor,komt voor in een orkest,komt voor in indianencultuur,komt voor in veel (muziek)groepjes,lijkt op piano,maakt basgeluiden,maakt een apart geluid,maakt een scherp geluid,maakt geluid,maakt hoge geluiden,maakt lawaai,maakt muziek,maakt rustgevende muziek,maakt verschillende geluiden,moet gestemd worden,moet je aan de lippen houden,moet je dwars houden,moet je leren bespelen,moet ondersteund worden,rond de nek/schouders hangen,ruikt neutraal,staat vaak op piekje,trillingen brengen het geluid voort,uitgevonden door Adolphe Sax,werd bespeeld door Mozart,werkt met een schuifsysteem,werkt met lucht,wordt al zittend bespeeld,wordt bespeeld door muzikant,wordt bespeeld in een harmonie,wordt bespeeld met de mond,wordt bespeeld met een strijkstok,wordt bespeeld met stok/stokken,wordt bespeeld met vingers,wordt door één persoon bespeeld,wordt gebruikt bij rockmuziek,wordt gebruikt in folkmuziek,wordt gebruikt in traditionele muziek,wordt gebruikt op feestjes,wordt gebruikt voor jazz-muziek,wordt gebruikt voor popmuziek,wordt gecombineerd met andere instrumenten,wordt gespeeld bij de zigeuners,wordt in een kist opgeborgen,wordt in veel muziekgenres gebruikt,wordt meestal bespeeld door mannen,wordt met de handen bespeeld,wordt met twee handen bespeeld,wordt ook gebruikt door scheidsrechters,wordt solo gebruikt,wordt soms gebruikt om zang te begeleiden,wordt vaak bespeeld in een kerk,wordt vaak gebruikt aan het kampvuur,wordt vaak gebruikt bij blues,wordt vaak gebruikt door straatmuzikanten,wordt vooral bespeeld door meisjes,wordt vooral bespeeld door oudere mensen,wordt weinig bespeeld,ze spelen het op straat soms,zowel groot als klein,zowel handen als voeten worden gebruikt
0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
