feature,freq
needs a number of balls,7
needs a number of sails that catch the wind,7
needs a ring,4
needs a saddle,8
needs a sail,10
needs a table with a number of holes,7
needs adapted clothing,41
needs bait,18
needs discipline,4
needs good shoes,6
needs horses,5
needs little effort,5
needs power,13
needs specific skills,26
needs sporty clothing,5
needs strategic insight,6
needs strong arm muscles,11
one to one,8
people can earn big money with it,8
people can fall,7
people can get wounded,4
people can win prizes with it,5
people give performances of it,5
point,5
prevents downing,5
purpose is to jump as far as possible,5
push the ball with finger tips,7
put the shot,8
run,16
run fast,5
score to win,10
shave legs,4
slide downhill,4
smash,9
sprint,5
stand on tiptoe,4
supporters encourage the players,12
sweat,12
take a run-up,17
takes 90 minutes,4
takes long time,5
the bal must be blown up,8
the ball makes a tapping noise,5
the ball may not fall,6
"the closest point of your fall to the startingpoint, counts",4
the distance is measured,8
the fishes are mostly thown back,8
the king is the most important figure,6
the players wear a helmet,19
the players wear a helmet with gauze,10
the players wear a kimono,17
the purpose is to catch the biggest amount of fish,7
the purpose is to checkmate the king of the opponent,11
the purpose is to hit the ball in a hole,10
the purpose is to throw as far as possible,8
the queen is the strongest figure,6
the record is around 8 metres,4
the sails exist in several kinds,15
the way of scoring is called 'touchdown',4
thinking long,8
throw a ball,11
throw the ball through a ring,7
to protect yourself,9
top sportsmen earn big money with it,4
use hands,7
use legs,4
wearing a brace,7
wearing a cap,5
wearing a ski suit,6
wearing a tutu,10
wearing short trousers,5
