exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
hat,9.0,14.0,12.0,16.0,1.0,15.0,14.0,7.0,6.0,11.0,12.0,12.0,3.0,6.0,9.0,11.0,1.0,9.0,10.0,11.0,16.0,14.0,10.0,13.0,17.0,19.0,20.0,16.0,11.21428571,4.901678797,28
jeans,13.0,20.0,20.0,20.0,14.0,9.0,20.0,16.0,16.0,15.0,20.0,19.0,17.0,19.0,15.0,20.0,20.0,20.0,19.0,20.0,15.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,18.0,2.841491523,28
mittens,7.0,20.0,14.0,16.0,4.0,7.0,13.0,8.0,14.0,11.0,10.0,13.0,3.0,7.0,8.0,16.0,4.0,9.0,11.0,14.0,14.0,14.0,8.0,6.0,17.0,10.0,20.0,16.0,11.21428571,4.685336802,28
panties,12.0,20.0,17.0,19.0,9.0,10.0,14.0,8.0,14.0,11.0,11.0,13.0,3.0,10.0,10.0,20.0,15.0,10.0,16.0,13.0,12.0,15.0,9.0,17.0,19.0,18.0,20.0,17.0,13.64285714,4.313753077,28
pants,20.0,20.0,17.0,20.0,16.0,10.0,19.0,10.0,17.0,15.0,20.0,20.0,17.0,19.0,14.0,20.0,20.0,20.0,20.0,20.0,20.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,18.25,2.888354651,28
pullover,18.0,20.0,17.0,20.0,15.0,4.0,19.0,15.0,17.0,16.0,20.0,19.0,19.0,19.0,15.0,20.0,20.0,20.0,20.0,20.0,13.0,18.0,20.0,20.0,20.0,14.0,20.0,20.0,17.78571429,3.467917967,28
pyjamas,16.0,14.0,13.0,18.0,7.0,9.0,18.0,9.0,14.0,10.0,7.0,15.0,5.0,15.0,15.0,20.0,10.0,10.0,13.0,18.0,10.0,16.0,8.0,9.0,17.0,14.0,20.0,17.0,13.10714286,4.228118273,28
scarf,10.0,20.0,12.0,17.0,3.0,9.0,14.0,7.0,7.0,12.0,10.0,12.0,4.0,8.0,8.0,20.0,6.0,10.0,17.0,14.0,17.0,14.0,9.0,7.0,15.0,17.0,20.0,17.0,12.0,4.929127336,28
shirt,16.0,20.0,20.0,20.0,15.0,7.0,19.0,14.0,17.0,17.0,20.0,19.0,16.0,19.0,14.0,20.0,20.0,20.0,20.0,20.0,20.0,17.0,18.0,20.0,20.0,18.0,20.0,20.0,18.07142857,2.930409799,28
shoes,4.0,20.0,14.0,18.0,8.0,4.0,17.0,6.0,10.0,15.0,20.0,15.0,5.0,10.0,8.0,16.0,6.0,9.0,16.0,13.0,14.0,15.0,10.0,4.0,15.0,16.0,20.0,18.0,12.35714286,5.250850271,28
shorts,9.0,20.0,16.0,20.0,13.0,13.0,18.0,14.0,16.0,15.0,20.0,18.0,15.0,18.0,14.0,20.0,20.0,17.0,17.0,20.0,15.0,17.0,17.0,14.0,18.0,13.0,20.0,20.0,16.67857143,2.893844955,28
skirt,16.0,20.0,18.0,20.0,14.0,12.0,19.0,15.0,17.0,15.0,20.0,18.0,17.0,19.0,14.0,20.0,20.0,18.0,20.0,20.0,17.0,16.0,15.0,20.0,20.0,19.0,20.0,20.0,17.82142857,2.373520146,28
socks,6.0,20.0,15.0,18.0,9.0,18.0,18.0,6.0,13.0,12.0,14.0,13.0,7.0,16.0,8.0,20.0,13.0,11.0,18.0,14.0,16.0,15.0,14.0,18.0,19.0,17.0,20.0,16.0,14.42857143,4.237649343,28
suit,14.0,20.0,19.0,20.0,14.0,17.0,20.0,9.0,14.0,17.0,18.0,18.0,13.0,15.0,14.0,20.0,16.0,16.0,19.0,20.0,19.0,17.0,16.0,15.0,20.0,18.0,20.0,19.0,17.03571429,2.781980947,28
sweater,11.0,20.0,19.0,20.0,15.0,11.0,20.0,15.0,16.0,15.0,20.0,18.0,15.0,19.0,10.0,20.0,14.0,17.0,19.0,20.0,13.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,17.32142857,3.232400455,28
t-shirt,14.0,20.0,16.0,20.0,12.0,6.0,17.0,10.0,16.0,15.0,20.0,19.0,16.0,18.0,14.0,20.0,20.0,19.0,16.0,19.0,17.0,17.0,18.0,17.0,20.0,20.0,20.0,19.0,16.96428571,3.393699422,28
tie,11.0,20.0,15.0,18.0,13.0,10.0,13.0,10.0,7.0,17.0,13.0,15.0,2.0,14.0,8.0,11.0,5.0,10.0,11.0,15.0,15.0,15.0,10.0,14.0,15.0,16.0,20.0,19.0,12.92857143,4.319881441,28
top,20.0,20.0,18.0,20.0,16.0,12.0,19.0,13.0,17.0,16.0,20.0,19.0,18.0,19.0,14.0,20.0,20.0,20.0,20.0,20.0,15.0,18.0,19.0,20.0,20.0,19.0,20.0,20.0,18.28571429,2.354776751,28
tracksuit,16.0,20.0,16.0,20.0,14.0,13.0,19.0,16.0,16.0,8.0,20.0,15.0,6.0,13.0,11.0,20.0,20.0,16.0,13.0,20.0,14.0,16.0,9.0,15.0,18.0,15.0,20.0,16.0,15.53571429,3.824696966,28
